customerId,shortDate.year,shortDate.month,items.name,items.cost,location.code
BV-993,2014,11,bookshelf,125,D
BV-993,2014,11,eye glasses,155,D
BV-993,2014,11,books,15,D
BV-993,2014,11,shoes,42,D
BN-624,2015,6,shoes,42,A
BN-624,2015,6,headphones,90,A
BN-624,2015,6,paper,5,A
BN-624,2015,6,television,720,A
BN-624,2015,6,pencil,8,A
BN-974,2015,3,bookshelf,125,A
BN-974,2015,3,chair,99,A
BN-974,2015,3,rice,4.25,A
BN-974,2015,3,cups,3,A
BN-974,2015,3,mobile phone,625,A
BN-974,2015,3,mechanical pencil,8,A
BN-974,2015,3,pencil,8,A
BX-710,2012,5,soda,8,D
BX-710,2012,5,belt,18.25,D
BX-710,2012,5,pencil,8,D
BX-710,2012,5,fruit,11,D
BX-710,2012,5,eye glasses,155,D
BX-710,2012,5,vegetables,10,D
BX-710,2012,5,television,720,D
BX-710,2012,5,books,15,D
BX-710,2012,5,chair,99,D
CA-421,2013,10,pencil,8,A
CA-421,2013,10,mechanical pencil,8,A
CA-421,2013,10,fruit,11,A
CA-421,2013,10,eye glasses,155,A
CA-421,2013,10,belt,18.25,A
CA-421,2013,10,sneakers,22,A
BT-359,2016,9,paper,5,D
BT-359,2016,9,mechanical pencil,8,D
BT-359,2016,9,shoes,42,D
BT-359,2016,9,soda,8,D
BW-160,2012,8,cups,3,B
BW-160,2012,8,chair,99,B
BW-160,2012,8,leather bag,320,B
BW-160,2012,8,rice,4.25,B
BW-160,2012,8,vegetables,10,B
BN-407,2016,3,headphones,90,C
BN-407,2016,3,books,15,C
BN-407,2016,3,belt,18.25,C
BN-407,2016,3,computer,1200,C
BN-407,2016,3,paper,5,C
BN-407,2016,3,fruit,11,C
BN-407,2016,3,bookshelf,125,C
BM-158,2011,8,pencil,8,C
BM-158,2011,8,paper,5,C
BM-158,2011,8,chair,99,C
BM-158,2011,8,television,720,C
BM-158,2011,8,eye glasses,155,C
BM-158,2011,8,leather bag,320,C
BM-158,2011,8,sneakers,22,C
BO-892,2014,11,television,720,B
BU-143,2012,8,xbox,250,D
BU-143,2012,8,cups,3,D
BV-353,2015,11,xbox,250,B
BV-353,2015,11,pencil,8,B
BV-353,2015,11,belt,18.25,B
BV-353,2015,11,sneakers,22,B
BV-353,2015,11,television,720,B
BV-353,2015,11,eye glasses,155,B
BV-353,2015,11,cake,12.5,B
BV-353,2015,11,shoes,42,B
BQ-643,2016,10,paper,5,B
BQ-643,2016,10,vegetables,10,B
BQ-643,2016,10,bookshelf,125,B
BQ-643,2016,10,fruit,11,B
BY-228,2014,1,shoes,42,B
CB-163,2014,10,printer,250,C
CB-163,2014,10,sneakers,22,C
CB-163,2014,10,eye glasses,155,C
CB-163,2014,10,soda,8,C
CB-163,2014,10,leather bag,320,C
CB-163,2014,10,movie ticket,15,C
CB-163,2014,10,vegetables,10,C
CB-163,2014,10,xbox,250,C
CB-163,2014,10,headphones,90,C
CB-163,2014,10,cups,3,C
BY-567,2016,4,mechanical pencil,8,C
BY-567,2016,4,mobile phone,625,C
BY-567,2016,4,rice,4.25,C
BY-567,2016,4,movie ticket,15,C
BY-567,2016,4,bookshelf,125,C
BY-567,2016,4,soda,8,C
BP-296,2015,3,television,720,C
BP-296,2015,3,headphones,90,C
BP-296,2015,3,computer,1200,C
CA-359,2016,12,television,720,A
CA-359,2016,12,leather bag,320,A
CA-359,2016,12,chair,99,A
CA-359,2016,12,pencil,8,A
CA-359,2016,12,mechanical pencil,8,A
CA-359,2016,12,bookshelf,125,A
CA-359,2016,12,soda,8,A
CA-359,2016,12,xbox,250,A
CA-359,2016,12,cups,3,A
CA-359,2016,12,cake,12.5,A
CA-359,2016,12,books,15,A
CA-359,2016,12,dolls,10,A
CA-359,2016,12,eye glasses,155,A
CA-359,2016,12,movie ticket,15,A
CA-359,2016,12,mobile phone,625,A
CA-359,2016,12,paper,5,A
CA-359,2016,12,headphones,90,A
CA-359,2016,12,fruit,11,A
CA-359,2016,12,rice,4.25,A
CA-359,2016,12,computer,1200,A
BV-612,2015,12,pencil,8,C
BV-612,2015,12,shoes,42,C
BV-612,2015,12,bookshelf,125,C
BV-612,2015,12,computer,1200,C
BV-612,2015,12,cups,3,C
BV-612,2015,12,dolls,10,C
BV-612,2015,12,xbox,250,C
BO-181,2016,8,cake,12.5,B
BO-181,2016,8,cups,3,B
BO-181,2016,8,bookshelf,125,B
BO-181,2016,8,xbox,250,B
BO-181,2016,8,chair,99,B
BO-181,2016,8,computer,1200,B
BO-181,2016,8,headphones,90,B
BO-181,2016,8,leather bag,320,B
BO-181,2016,8,fruit,11,B
BO-181,2016,8,vegetables,10,B
BO-181,2016,8,soda,8,B
BO-181,2016,8,books,15,B
BO-181,2016,8,eye glasses,155,B
BO-181,2016,8,mobile phone,625,B
BO-181,2016,8,movie ticket,15,B
BO-181,2016,8,pencil,8,B
BO-181,2016,8,printer,250,B
BO-181,2016,8,sneakers,22,B
BM-603,2014,2,mechanical pencil,8,B
BM-603,2014,2,books,15,B
BM-603,2014,2,movie ticket,15,B
BM-603,2014,2,computer,1200,B
BM-603,2014,2,leather bag,320,B
BM-603,2014,2,pencil,8,B
BQ-749,2015,11,chair,99,D
BQ-749,2015,11,mobile phone,625,D
BQ-749,2015,11,paper,5,D
BQ-749,2015,11,soda,8,D
BQ-749,2015,11,computer,1200,D
BQ-749,2015,11,belt,18.25,D
BQ-749,2015,11,pencil,8,D
BQ-749,2015,11,mechanical pencil,8,D
BQ-749,2015,11,sneakers,22,D
BN-860,2013,7,television,720,C
BN-860,2013,7,rice,4.25,C
BN-860,2013,7,mechanical pencil,8,C
BN-860,2013,7,headphones,90,C
BN-860,2013,7,cake,12.5,C
BN-860,2013,7,movie ticket,15,C
BZ-874,2011,4,sneakers,22,A
BZ-874,2011,4,movie ticket,15,A
BZ-874,2011,4,television,720,A
BZ-874,2011,4,headphones,90,A
BZ-874,2011,4,shoes,42,A
BZ-874,2011,4,books,15,A
BZ-874,2011,4,computer,1200,A
BZ-874,2011,4,paper,5,A
BZ-874,2011,4,pencil,8,A
BZ-874,2011,4,eye glasses,155,A
BZ-874,2011,4,xbox,250,A
BZ-874,2011,4,belt,18.25,A
BZ-874,2011,4,fruit,11,A
BZ-874,2011,4,mechanical pencil,8,A
BZ-874,2011,4,rice,4.25,A
BZ-874,2011,4,cake,12.5,A
BZ-874,2011,4,soda,8,A
BP-541,2016,11,bookshelf,125,D
BP-541,2016,11,cake,12.5,D
BP-541,2016,11,headphones,90,D
BM-890,2015,5,printer,250,A
BM-890,2015,5,soda,8,A
BM-890,2015,5,mobile phone,625,A
BM-890,2015,5,cake,12.5,A
BM-890,2015,5,rice,4.25,A
BM-890,2015,5,mechanical pencil,8,A
BM-890,2015,5,sneakers,22,A
BM-890,2015,5,pencil,8,A
BM-890,2015,5,xbox,250,A
BM-890,2015,5,fruit,11,A
BM-890,2015,5,shoes,42,A
BM-890,2015,5,headphones,90,A
BM-890,2015,5,dolls,10,A
BM-890,2015,5,vegetables,10,A
BM-890,2015,5,leather bag,320,A
BM-890,2015,5,computer,1200,A
BV-701,2014,9,pencil,8,A
BV-701,2014,9,computer,1200,A
BV-701,2014,9,headphones,90,A
BV-701,2014,9,chair,99,A
BV-701,2014,9,cake,12.5,A
BV-701,2014,9,eye glasses,155,A
BV-701,2014,9,xbox,250,A
BV-701,2014,9,mobile phone,625,A
BV-701,2014,9,fruit,11,A
BV-701,2014,9,soda,8,A
BV-701,2014,9,leather bag,320,A
BV-701,2014,9,mechanical pencil,8,A
BV-701,2014,9,movie ticket,15,A
BV-701,2014,9,rice,4.25,A
BV-701,2014,9,cups,3,A
BV-701,2014,9,paper,5,A
BQ-535,2011,7,movie ticket,15,B
BQ-535,2011,7,books,15,B
BY-831,2014,6,bookshelf,125,D
BY-831,2014,6,books,15,D
BY-831,2014,6,belt,18.25,D
BY-831,2014,6,cake,12.5,D
BY-831,2014,6,xbox,250,D
CA-338,2011,10,vegetables,10,D
CA-338,2011,10,cake,12.5,D
CA-338,2011,10,chair,99,D
CA-338,2011,10,books,15,D
CA-338,2011,10,paper,5,D
CA-338,2011,10,headphones,90,D
CA-338,2011,10,printer,250,D
CA-338,2011,10,shoes,42,D
BN-470,2015,2,cups,3,C
BN-470,2015,2,shoes,42,C
BN-470,2015,2,headphones,90,C
BZ-591,2015,1,rice,4.25,A
BZ-591,2015,1,soda,8,A
BZ-591,2015,1,eye glasses,155,A
BZ-591,2015,1,xbox,250,A
BZ-591,2015,1,television,720,A
BZ-591,2015,1,fruit,11,A
BZ-591,2015,1,printer,250,A
BZ-591,2015,1,mobile phone,625,A
BZ-591,2015,1,leather bag,320,A
BZ-591,2015,1,dolls,10,A
BZ-591,2015,1,vegetables,10,A
BZ-591,2015,1,chair,99,A
BZ-591,2015,1,shoes,42,A
BZ-591,2015,1,headphones,90,A
BZ-591,2015,1,computer,1200,A
BZ-591,2015,1,books,15,A
BO-875,2013,7,fruit,11,C
BO-875,2013,7,television,720,C
BO-875,2013,7,chair,99,C
BO-875,2013,7,eye glasses,155,C
BO-875,2013,7,xbox,250,C
BO-875,2013,7,movie ticket,15,C
BO-875,2013,7,leather bag,320,C
BO-875,2013,7,paper,5,C
BO-875,2013,7,headphones,90,C
BO-875,2013,7,printer,250,C
BO-875,2013,7,books,15,C
BO-875,2013,7,mobile phone,625,C
BO-875,2013,7,cups,3,C
BO-875,2013,7,computer,1200,C
BO-875,2013,7,mechanical pencil,8,C
BO-875,2013,7,cake,12.5,C
BO-875,2013,7,vegetables,10,C
BO-875,2013,7,sneakers,22,C
BO-875,2013,7,dolls,10,C
CA-527,2011,5,fruit,11,C
CA-527,2011,5,dolls,10,C
CA-527,2011,5,printer,250,C
CA-527,2011,5,mobile phone,625,C
CA-527,2011,5,movie ticket,15,C
CA-527,2011,5,computer,1200,C
CA-527,2011,5,bookshelf,125,C
CA-527,2011,5,soda,8,C
BY-129,2013,4,movie ticket,15,D
BY-129,2013,4,vegetables,10,D
BY-129,2013,4,computer,1200,D
BY-129,2013,4,dolls,10,D
BO-120,2011,6,rice,4.25,B
BO-120,2011,6,paper,5,B
BO-120,2011,6,movie ticket,15,B
BO-120,2011,6,mobile phone,625,B
BO-120,2011,6,cake,12.5,B
BO-120,2011,6,sneakers,22,B
BO-120,2011,6,dolls,10,B
BO-120,2011,6,soda,8,B
BY-423,2013,11,dolls,10,A
BY-423,2013,11,soda,8,A
BY-423,2013,11,fruit,11,A
BY-423,2013,11,shoes,42,A
BY-423,2013,11,cake,12.5,A
BY-423,2013,11,mobile phone,625,A
BY-550,2017,1,vegetables,10,C
BY-550,2017,1,cake,12.5,C
BY-550,2017,1,mechanical pencil,8,C
BY-550,2017,1,television,720,C
BY-550,2017,1,sneakers,22,C
BY-550,2017,1,books,15,C
BY-550,2017,1,pencil,8,C
BY-550,2017,1,xbox,250,C
BY-550,2017,1,bookshelf,125,C
BY-550,2017,1,fruit,11,C
BX-292,2011,6,printer,250,C
BX-292,2011,6,mechanical pencil,8,C
BX-292,2011,6,cake,12.5,C
BX-292,2011,6,cups,3,C
BX-292,2011,6,sneakers,22,C
BO-861,2013,3,television,720,A
BO-861,2013,3,printer,250,A
BO-861,2013,3,eye glasses,155,A
BO-861,2013,3,fruit,11,A
BO-861,2013,3,computer,1200,A
BO-861,2013,3,dolls,10,A
BO-861,2013,3,leather bag,320,A
BO-861,2013,3,soda,8,A
BO-861,2013,3,paper,5,A
BO-861,2013,3,pencil,8,A
BO-861,2013,3,belt,18.25,A
BO-861,2013,3,cake,12.5,A
BO-861,2013,3,books,15,A
BO-861,2013,3,bookshelf,125,A
BO-861,2013,3,cups,3,A
BO-861,2013,3,movie ticket,15,A
BO-861,2013,3,sneakers,22,A
BO-861,2013,3,mechanical pencil,8,A
BM-307,2013,9,dolls,10,D
BM-307,2013,9,mechanical pencil,8,D
BM-307,2013,9,vegetables,10,D
BM-307,2013,9,printer,250,D
BM-307,2013,9,rice,4.25,D
BM-307,2013,9,sneakers,22,D
BM-307,2013,9,pencil,8,D
BM-307,2013,9,xbox,250,D
BM-307,2013,9,books,15,D
BM-307,2013,9,cake,12.5,D
BM-307,2013,9,shoes,42,D
BM-307,2013,9,cups,3,D
BM-307,2013,9,mobile phone,625,D
BM-307,2013,9,eye glasses,155,D
BM-307,2013,9,fruit,11,D
BM-307,2013,9,bookshelf,125,D
BM-307,2013,9,movie ticket,15,D
BM-307,2013,9,soda,8,D
BM-307,2013,9,belt,18.25,D
BM-307,2013,9,headphones,90,D
BM-307,2013,9,paper,5,D
BV-614,2016,10,vegetables,10,A
BV-614,2016,10,headphones,90,A
BV-614,2016,10,sneakers,22,A
BV-614,2016,10,books,15,A
BV-614,2016,10,television,720,A
BV-614,2016,10,mobile phone,625,A
BV-614,2016,10,leather bag,320,A
BS-807,2015,9,headphones,90,D
BS-807,2015,9,television,720,D
BS-807,2015,9,eye glasses,155,D
BS-807,2015,9,cups,3,D
BS-807,2015,9,leather bag,320,D
BS-807,2015,9,sneakers,22,D
BS-807,2015,9,vegetables,10,D
BS-807,2015,9,mechanical pencil,8,D
BS-807,2015,9,pencil,8,D
BS-807,2015,9,dolls,10,D
BS-807,2015,9,movie ticket,15,D
BS-807,2015,9,rice,4.25,D
BS-807,2015,9,books,15,D
BS-807,2015,9,shoes,42,D
BS-807,2015,9,mobile phone,625,D
BS-807,2015,9,xbox,250,D
BS-807,2015,9,printer,250,D
BS-807,2015,9,bookshelf,125,D
BS-807,2015,9,cake,12.5,D
BS-807,2015,9,computer,1200,D
BQ-784,2015,1,sneakers,22,A
BQ-784,2015,1,dolls,10,A
BQ-784,2015,1,shoes,42,A
BQ-784,2015,1,xbox,250,A
BQ-784,2015,1,soda,8,A
BQ-784,2015,1,mobile phone,625,A
BZ-521,2016,3,shoes,42,D
BZ-521,2016,3,sneakers,22,D
BZ-521,2016,3,books,15,D
BZ-521,2016,3,belt,18.25,D
BZ-521,2016,3,pencil,8,D
BZ-521,2016,3,movie ticket,15,D
BZ-521,2016,3,chair,99,D
BZ-521,2016,3,rice,4.25,D
BZ-521,2016,3,mechanical pencil,8,D
BZ-521,2016,3,printer,250,D
BY-431,2011,3,cake,12.5,C
BY-431,2011,3,headphones,90,C
BY-431,2011,3,shoes,42,C
BY-431,2011,3,leather bag,320,C
BY-431,2011,3,eye glasses,155,C
BY-431,2011,3,cups,3,C
BY-431,2011,3,television,720,C
BY-431,2011,3,rice,4.25,C
BU-948,2011,4,xbox,250,A
BU-948,2011,4,vegetables,10,A
BU-948,2011,4,soda,8,A
BR-532,2016,3,sneakers,22,B
BR-532,2016,3,leather bag,320,B
BR-532,2016,3,shoes,42,B
BR-532,2016,3,pencil,8,B
BR-532,2016,3,rice,4.25,B
BR-532,2016,3,cups,3,B
BR-532,2016,3,dolls,10,B
BR-532,2016,3,computer,1200,B
BR-532,2016,3,chair,99,B
CB-180,2016,1,chair,99,D
CB-180,2016,1,cups,3,D
CB-180,2016,1,mechanical pencil,8,D
CB-180,2016,1,printer,250,D
CB-180,2016,1,pencil,8,D
CB-180,2016,1,television,720,D
CB-180,2016,1,vegetables,10,D
CB-180,2016,1,eye glasses,155,D
CB-180,2016,1,belt,18.25,D
BY-625,2012,10,printer,250,B
BY-625,2012,10,fruit,11,B
BY-625,2012,10,sneakers,22,B
BY-625,2012,10,bookshelf,125,B
BX-978,2016,11,cake,12.5,A
BX-978,2016,11,sneakers,22,A
BX-978,2016,11,headphones,90,A
BX-978,2016,11,mobile phone,625,A
BX-978,2016,11,dolls,10,A
BX-978,2016,11,chair,99,A
BX-978,2016,11,rice,4.25,A
BP-696,2015,4,movie ticket,15,C
BP-696,2015,4,mobile phone,625,C
BP-696,2015,4,shoes,42,C
BP-696,2015,4,eye glasses,155,C
BX-793,2014,10,chair,99,A
BX-793,2014,10,television,720,A
BW-738,2012,1,books,15,C
BW-738,2012,1,eye glasses,155,C
BW-738,2012,1,mobile phone,625,C
BW-738,2012,1,chair,99,C
BW-738,2012,1,belt,18.25,C
BW-738,2012,1,paper,5,C
BW-738,2012,1,xbox,250,C
BW-738,2012,1,vegetables,10,C
BQ-731,2016,8,movie ticket,15,C
BQ-731,2016,8,pencil,8,C
BQ-731,2016,8,chair,99,C
BQ-731,2016,8,vegetables,10,C
BW-677,2012,6,fruit,11,C
BW-677,2012,6,xbox,250,C
BW-677,2012,6,movie ticket,15,C
BW-677,2012,6,computer,1200,C
BW-677,2012,6,cups,3,C
BW-677,2012,6,eye glasses,155,C
BW-677,2012,6,cake,12.5,C
BO-973,2014,8,books,15,A
BO-973,2014,8,leather bag,320,A
BO-973,2014,8,mechanical pencil,8,A
BO-973,2014,8,paper,5,A
BO-973,2014,8,cups,3,A
BO-973,2014,8,movie ticket,15,A
BO-973,2014,8,dolls,10,A
BO-815,2017,1,fruit,11,B
BO-815,2017,1,belt,18.25,B
BO-815,2017,1,printer,250,B
BO-815,2017,1,cups,3,B
BO-815,2017,1,movie ticket,15,B
BO-815,2017,1,soda,8,B
BO-815,2017,1,books,15,B
BO-815,2017,1,leather bag,320,B
BO-815,2017,1,chair,99,B
BO-815,2017,1,eye glasses,155,B
BY-209,2014,5,sneakers,22,B
BY-209,2014,5,television,720,B
BY-209,2014,5,rice,4.25,B
BY-209,2014,5,movie ticket,15,B
BY-209,2014,5,headphones,90,B
BP-832,2012,11,dolls,10,C
BP-832,2012,11,chair,99,C
BP-832,2012,11,xbox,250,C
BP-832,2012,11,headphones,90,C
BP-832,2012,11,printer,250,C
BP-832,2012,11,cake,12.5,C
BP-832,2012,11,leather bag,320,C
BP-832,2012,11,mechanical pencil,8,C
BP-832,2012,11,vegetables,10,C
BP-832,2012,11,fruit,11,C
CB-937,2011,2,xbox,250,B
BT-941,2014,10,headphones,90,C
BT-941,2014,10,soda,8,C
CA-925,2011,2,sneakers,22,A
CA-925,2011,2,paper,5,A
CA-925,2011,2,mechanical pencil,8,A
CA-925,2011,2,computer,1200,A
CA-925,2011,2,headphones,90,A
CA-925,2011,2,dolls,10,A
CA-925,2011,2,vegetables,10,A
BX-382,2013,11,pencil,8,D
BX-382,2013,11,rice,4.25,D
BX-382,2013,11,books,15,D
BX-382,2013,11,movie ticket,15,D
BX-382,2013,11,paper,5,D
BX-382,2013,11,leather bag,320,D
BX-382,2013,11,sneakers,22,D
BX-382,2013,11,mechanical pencil,8,D
BX-382,2013,11,cups,3,D
BX-382,2013,11,fruit,11,D
BX-382,2013,11,soda,8,D
BX-382,2013,11,cake,12.5,D
BX-382,2013,11,printer,250,D
BX-382,2013,11,shoes,42,D
BX-382,2013,11,bookshelf,125,D
BX-382,2013,11,vegetables,10,D
BX-382,2013,11,computer,1200,D
BX-382,2013,11,headphones,90,D
BU-566,2012,4,books,15,C
BU-566,2012,4,fruit,11,C
BU-566,2012,4,mechanical pencil,8,C
BU-566,2012,4,paper,5,C
BU-566,2012,4,printer,250,C
BU-566,2012,4,eye glasses,155,C
BU-566,2012,4,television,720,C
BU-566,2012,4,vegetables,10,C
BR-691,2016,4,books,15,D
BR-691,2016,4,dolls,10,D
BR-691,2016,4,printer,250,D
BP-886,2012,6,headphones,90,B
BP-886,2012,6,chair,99,B
BP-886,2012,6,bookshelf,125,B
BP-886,2012,6,vegetables,10,B
BP-886,2012,6,belt,18.25,B
CB-938,2014,11,leather bag,320,D
CB-938,2014,11,soda,8,D
CB-938,2014,11,television,720,D
CB-938,2014,11,bookshelf,125,D
CB-938,2014,11,fruit,11,D
CB-938,2014,11,books,15,D
CB-938,2014,11,rice,4.25,D
CB-938,2014,11,sneakers,22,D
CB-938,2014,11,paper,5,D
CB-938,2014,11,headphones,90,D
BY-607,2015,2,shoes,42,D
BY-607,2015,2,chair,99,D
BY-607,2015,2,bookshelf,125,D
BY-607,2015,2,cups,3,D
BY-607,2015,2,sneakers,22,D
BY-607,2015,2,printer,250,D
BY-607,2015,2,dolls,10,D
BY-607,2015,2,eye glasses,155,D
BY-607,2015,2,books,15,D
BY-607,2015,2,mechanical pencil,8,D
BY-607,2015,2,television,720,D
BY-607,2015,2,soda,8,D
BY-607,2015,2,belt,18.25,D
BY-607,2015,2,leather bag,320,D
CA-169,2016,2,xbox,250,A
CA-169,2016,2,rice,4.25,A
CA-169,2016,2,bookshelf,125,A
CA-169,2016,2,books,15,A
CA-169,2016,2,mobile phone,625,A
CA-169,2016,2,cups,3,A
CA-169,2016,2,printer,250,A
CA-169,2016,2,cake,12.5,A
CB-685,2016,11,movie ticket,15,B
CB-685,2016,11,printer,250,B
CB-685,2016,11,pencil,8,B
CB-685,2016,11,television,720,B
CB-685,2016,11,vegetables,10,B
CB-685,2016,11,mobile phone,625,B
CB-685,2016,11,xbox,250,B
CB-685,2016,11,books,15,B
CB-685,2016,11,computer,1200,B
CB-685,2016,11,dolls,10,B
BQ-907,2016,9,vegetables,10,A
BQ-907,2016,9,dolls,10,A
BQ-907,2016,9,television,720,A
BQ-907,2016,9,computer,1200,A
BQ-907,2016,9,shoes,42,A
BQ-907,2016,9,chair,99,A
BQ-907,2016,9,headphones,90,A
BX-141,2011,8,dolls,10,A
BX-141,2011,8,vegetables,10,A
BX-141,2011,8,books,15,A
BX-141,2011,8,movie ticket,15,A
BX-141,2011,8,mobile phone,625,A
BX-141,2011,8,printer,250,A
BX-141,2011,8,fruit,11,A
BX-141,2011,8,computer,1200,A
BX-141,2011,8,belt,18.25,A
BX-141,2011,8,rice,4.25,A
BX-141,2011,8,paper,5,A
BX-141,2011,8,eye glasses,155,A
BX-141,2011,8,mechanical pencil,8,A
BX-141,2011,8,shoes,42,A
BX-141,2011,8,xbox,250,A
BX-141,2011,8,leather bag,320,A
BX-141,2011,8,television,720,A
BX-141,2011,8,chair,99,A
BX-141,2011,8,cake,12.5,A
BX-141,2011,8,cups,3,A
BX-141,2011,8,bookshelf,125,A
CB-973,2015,5,chair,99,D
CB-973,2015,5,dolls,10,D
CB-973,2015,5,soda,8,D
CB-973,2015,5,xbox,250,D
CB-973,2015,5,television,720,D
CB-973,2015,5,printer,250,D
CB-973,2015,5,movie ticket,15,D
CB-973,2015,5,paper,5,D
CB-973,2015,5,computer,1200,D
CB-973,2015,5,vegetables,10,D
CB-973,2015,5,mechanical pencil,8,D
CB-973,2015,5,headphones,90,D
CB-973,2015,5,cake,12.5,D
CB-973,2015,5,shoes,42,D
CB-973,2015,5,rice,4.25,D
CB-973,2015,5,leather bag,320,D
BM-123,2013,3,printer,250,D
BM-123,2013,3,shoes,42,D
BM-123,2013,3,books,15,D
BM-123,2013,3,vegetables,10,D
BM-123,2013,3,pencil,8,D
